success,depth,lateral_mm,axis_err_deg,steps,solver_error,source,target,block,theta_deg,method,endpoint_pass
True,0.07190453412520016,1.261135350796035,1.9154221789018218,619,EpisodeFinished,lift_early,diagonal_late,3,10.0,rigid,True
True,0.07094545662488508,1.6148645257744048,1.9798603179658376,624,EpisodeFinished,lift_early,diagonal_late,3,10.0,source,True
True,0.0710830832429667,1.492472671346198,0.40213880660701934,612,EpisodeFinished,lift_early,diagonal_late,3,10.0,target,True
False,0.09404996331967472,20.559582959789044,0.2424823877060308,660,,lift_early,diagonal_late,4,-5.0,no_adapt,False
True,0.07159213232290841,2.0263360986919574,0.08032290457743095,628,EpisodeFinished,lift_early,diagonal_late,4,-5.0,rigid,True
True,0.07081282000571933,1.8337905636862222,0.7339821600499137,634,EpisodeFinished,lift_early,diagonal_late,4,-5.0,source,True
True,0.07146360451294395,1.9270333222582379,1.1959588665932395,635,EpisodeFinished,lift_early,diagonal_late,4,-5.0,target,True
True,0.07180853961800282,1.2903376666755622,2.187829759795794,619,EpisodeFinished,lift_early,diagonal_late,4,5.0,no_adapt,True
True,0.07128935656137235,1.884213409723154,0.7358439202072711,603,EpisodeFinished,lift_early,diagonal_late,4,5.0,rigid,True
True,0.07156165825531242,2.004467229921483,0.20381300491573917,611,EpisodeFinished,lift_early,diagonal_late,4,5.0,source,True
True,0.07147588100183055,1.8353397957713817,0.4679902078598461,609,EpisodeFinished,lift_early,diagonal_late,4,5.0,target,True
False,0.09414012243056888,16.468603355486053,0.6524896255977577,669,,lift_early,diagonal_late,4,-10.0,no_adapt,False
False,0.12391561591790805,4.007131280217718,0.9296554471048488,546,RuntimeError('Fail to parameterize path'),lift_early,diagonal_late,4,-10.0,rigid,False
True,0.07161030422798569,2.034807763046202,0.17838207620166607,641,EpisodeFinished,lift_early,diagonal_late,4,-10.0,source,True
True,0.07172353404206167,2.0579116688345245,0.6378253161714461,638,EpisodeFinished,lift_early,diagonal_late,4,-10.0,target,True
True,0.06847304796964547,1.023262795687425,8.032908643223834,626,EpisodeFinished,lift_early,diagonal_late,4,10.0,no_adapt,False
True,0.07175636658746955,1.6981073926119996,1.3096141748776038,604,EpisodeFinished,lift_early,diagonal_late,4,10.0,rigid,True
True,0.0716091292580046,1.8375474707568393,0.679890316835439,608,EpisodeFinished,lift_early,diagonal_late,4,10.0,source,True
True,0.07167441471871921,2.0154229791249385,0.338247055996178,606,EpisodeFinished,lift_early,diagonal_late,4,10.0,target,True
