dataset,episode,normalized_grasp_progress,stage_code
insert_jc_fix_3,1,0.9966666666666667,0
insert_jc_fix_3,1,1.0,0
insert_jc_fix_3,2,0.0,1
insert_jc_fix_3,2,0.0033333333333333335,1
insert_jc_fix_3,2,0.006666666666666667,1
insert_jc_fix_3,2,0.01,1
insert_jc_fix_3,2,0.013333333333333334,1
insert_jc_fix_3,2,0.016666666666666666,1
insert_jc_fix_3,2,0.02,1
insert_jc_fix_3,2,0.023333333333333334,1
insert_jc_fix_3,2,0.02666666666666667,1
insert_jc_fix_3,2,0.03,1
insert_jc_fix_3,2,0.03333333333333333,1
insert_jc_fix_3,2,0.03666666666666667,1
insert_jc_fix_3,2,0.04,1
insert_jc_fix_3,2,0.043333333333333335,1
insert_jc_fix_3,2,0.04666666666666667,1
insert_jc_fix_3,2,0.05,1
